GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1338876011	2022-02-10 13:44:38.088291	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-02-10	10:46:00	obsr45736	S102387928	Traveling	P22	EBIRD	55	1.497		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1342234823	2022-02-14 17:37:53.237634	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Yellowstone NP--Bacon Rind Trail	L9462966	H	44.9546242	-111.0708169	2022-02-14	11:09:00	obsr1193825	S102655279	Traveling	P22	EBIRD	169	5.708		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1332141943	2022-02-01 14:21:32.091561	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10	USFWS_773		Drinking Horse Trail	L2830287	H	45.7054900	-110.9743166	2022-02-01	09:55:00	obsr563134	S101850337	Traveling	P22	EBIRD	110	4.828		1	1		0	1	0		Trail very icy!	one was singing	
URN:CornellLabOfOrnithology:EBIRD:OBS1332130257	2022-02-01 14:05:06.62732	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-02-01	10:47:00	obsr45736	S101849325	Traveling	P22	EBIRD	74	2.173		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1337283440	2022-02-08 09:37:45.33682	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Canyon Road--from Forest Cr Subdivision to the gate	L1544872	P	45.5661274	-111.0722386	2022-02-07	16:00:00	obsr247322	S102263890	Traveling	P22	EBIRD	60	2.414		1	1		0	1	0		48 f, mostly cloudy.		
URN:CornellLabOfOrnithology:EBIRD:OBS1336210736	2022-10-22 19:00:13.313929	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-02-06	15:47:00	obsr618240	S102174435	Traveling	P22	EBIRD	62	1.563		2	1	G7836387	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1346523219	2022-02-19 19:53:41.1231	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Cherry River FAS	L1502605	H	45.7110534	-111.0505077	2022-02-19	17:34:00	obsr618240	S103120159	Traveling	P22	EBIRD	19	1.090		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1351468909	2022-02-24 15:20:38.226037	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Sourdough Nature Trail	L1235897	H	45.6398026	-111.0306966	2022-02-19	13:51:00	obsr637071	S103646657	Traveling	P22	EBIRD	134	6.183		1	1		0	1	0			Singing (I never realized that they start singing so early in the year) pretty quietly while bobbing its little tail and blinking its bright white eyelids in Bozeman Creek. In breeding plumage.	
URN:CornellLabOfOrnithology:EBIRD:OBS1340719709	2022-02-12 19:57:39.059052	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-02-12	16:30:00	obsr2047702	S102533023	Traveling	P22	EBIRD	40	0.805		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1348197764	2022-02-21 02:26:53.121339	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-02-20	15:45:00	obsr702842	S103326695	Traveling	P22	EBIRD	10	0.080		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1336303227	2022-10-22 19:17:58.70918	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-02-06	15:47:00	obsr1730745	S102181548	Traveling	P22	EBIRD	62	1.563		2	1	G7836387	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1344400021	2022-10-22 19:12:13.416949	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-02-16	17:00:00	obsr268037	S102826417	Traveling	P22	EBIRD	45	2.414		1	1		0	1	0			singing	
URN:CornellLabOfOrnithology:EBIRD:OBS1338993427	2022-02-10 16:48:50.910023	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Cherry River FAS	L1502605	H	45.7110534	-111.0505077	2022-02-10	13:59:00	obsr1592136	S102397882	Traveling	P22	EBIRD	47	1.527		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1355089112	2022-02-28 22:18:48.002775	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Custer Gallatin National Forest, Gallatin Gateway US-MT 45.06265, -111.17551	L17963303	P	45.0626540	-111.1755070	2022-02-27	15:14:00	obsr730124	S103945607	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1348187670	2022-02-21 01:54:16.42083	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-02-19	11:15:00	obsr702842	S103326049	Traveling	P22	EBIRD	45	0.322		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1354888779	2022-02-28 17:26:06.422566	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				3					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-02-28	14:10:00	obsr563134	S103930931	Traveling	P22	EBIRD	55	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1336962644	2022-02-07 20:19:45.904773	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Duck Creek Pond	L2061094	H	44.7776922	-111.1000156	2022-02-07	10:59:00	obsr1193825	S102241697	Traveling	P22	EBIRD	296	10.088		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1353225676	2022-10-22 18:41:17.108609	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-02-26	15:20:00	obsr535408	S103791826	Traveling	P22	EBIRD_PNW	41	1.176		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1365220689	2022-03-13 22:22:08.05934	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Sourdough Nature Trail	L1235897	H	45.6398026	-111.0306966	2022-03-13	14:10:00	obsr618240	S104786889	Traveling	P22	EBIRD	52	1.673		2	1	G8016109	0	1	0		45 degrees F, cloudy with intermittent snow flurries.		
URN:CornellLabOfOrnithology:EBIRD:OBS1364208825	2022-03-12 20:22:06.971454	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-03-12	17:40:00	obsr600534	S104707161	Traveling	P22	EBIRD	25	1.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1374718922	2022-03-25 22:00:21.765764	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Gallatin River Marsh at Tepee Creek	L4737184	H	45.0605883	-111.1675072	2022-03-25	13:58:00	obsr934515	S105581713	Traveling	P22	EBIRD	18	20.342		2	1	G8072430	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1365593947	2022-10-22 18:25:33.025053	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-03-14	09:50:00	obsr45736	S104815069	Traveling	P22	EBIRD	54	1.127		2	1		0	1	0		Lots of bird song in the nature preserve. What a welcome change!		
URN:CornellLabOfOrnithology:EBIRD:OBS1357862079	2022-03-04 20:16:21.773464	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-03-04	16:15:00	obsr45736	S104178614	Traveling	P22	EBIRD	50	0.805		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1379531149	2022-03-31 21:21:18.323549	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Axtell-Anceny Bridge FAS	L3340130	H	45.6231024	-111.2052441	2022-03-31	18:22:00	obsr1121855	S105987912	Traveling	P22	EBIRD	58	3.905		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1376394014	2022-03-29 22:10:53.250657	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Cherry River FAS	L1502605	H	45.7110534	-111.0505077	2022-03-27	13:55:00	obsr1718783	S105727989	Traveling	P22	EBIRD	41	4.587		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1366397024	2022-03-15 12:53:05.343706	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1	S 	C2	S 		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			South Cottonwood Canyon Trail	L1371195	H	45.5396095	-111.0957013	2022-03-14	17:15:00	obsr207396	S104878079	Incidental	P20	EBIRD				2	0		0	1	0		we were walking with the dog on South cottonwood trail between the trailhead and the first bridge, above Cottonwood creek, when we heard a dipper SINGING.	This time of year, we begin to hear the dippers sing tp spring.  We were quite happy to hear this dipper. It continued singing as we walked above and parallel to the stream.  We could hear it moving up stream doing its chatter call as well.  Eventually we met at the first bridge that crosses cottonwood creek.  We watched it continue to chatter and fly up stream.	
URN:CornellLabOfOrnithology:EBIRD:OBS1372594362	2022-03-22 22:34:16.011708	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Jackson Creek forest Rd # 977	L11554657	H	45.6951654	-110.8016937	2022-03-22	18:42:00	obsr1210884	S105403229	Traveling	P22	EBIRD	60	3.565		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1364123141	2022-03-13 22:33:46.936029	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-03-12	15:18:00	obsr618240	S104700590	Traveling	P22	EBIRD	57	1.637		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1373125898	2022-03-23 17:22:08.663996	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Creek riparian/canyon mouth	L1553572	P	45.5834588	-111.0824868	2022-03-23	10:30:00	obsr207396	S105445591	Incidental	P20	EBIRD				1	0		0	1	0		Walking on Black Bear road with the dog.  Sunny.  Calm.  38 degrees.  As we approached the bridge on Black bear road that crosses Hyalite Creek, I could hear the lovely echo of a dipper singing from under the bridge.	As I approached the bridge on Black Bear road over Hyalite creek, I could hear a dipper singing from under the bridge.  Once I was on the bridge, the dipper flew out to a rock and looked up at me as if it wanted to know what had made the sound on the wooden bridge and disturbed its singing.  It flew a wee bit farther downstream and proceeded to continue singing.  I was treated to listening to and watching it sing for a few minutes.  As I walked away, it continued to sing.  Ah springtime!	
URN:CornellLabOfOrnithology:EBIRD:OBS1366741578	2022-10-22 18:25:31.002335	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-03-15	17:02:00	obsr268037	S104908211	Traveling	P22	EBIRD	28	0.483		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1378036262	2022-10-22 19:04:13.741188	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-03-29	16:40:00	obsr45736	S105865302	Traveling	P22	EBIRD	45	2.414		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1373118738	2022-03-23 17:14:03.688008	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Creek riparian/canyon mouth	L1553572	P	45.5834588	-111.0824868	2022-03-22	15:15:00	obsr207396	S105445147	Incidental	P20	EBIRD				1	0		0	1	0		Meandering along Hyalite creek behind our house, with the dog.	Flying up stream.	
URN:CornellLabOfOrnithology:EBIRD:OBS1374568643	2022-03-25 20:58:24.582111	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Jackson Creek forest Rd # 977	L11554657	H	45.6951654	-110.8016937	2022-03-25	13:42:00	obsr1730745	S105568139	Traveling	P22	EBIRD	70	2.507		2	1	G8072201	0	1	0		44 degrees F, overcast.  Out and back.  Total mileage was 3 miles.		
URN:CornellLabOfOrnithology:EBIRD:OBS1374688404	2022-03-25 20:58:24.582111	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Jackson Creek forest Rd # 977	L11554657	H	45.6951654	-110.8016937	2022-03-25	13:42:00	obsr618240	S105578695	Traveling	P22	EBIRD	70	2.507		2	1	G8072201	0	1	0		44 degrees F, overcast.  Out and back.  Total mileage was 3 miles.		
URN:CornellLabOfOrnithology:EBIRD:OBS1367976872	2022-10-22 19:05:07.180756	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-03-17	09:30:00	obsr45736	S105005274	Traveling	P22	EBIRD	71	2.414		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1375483846	2022-03-26 18:11:53.516472	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Sourdough Canyon Trail	L2690630	H	45.5901048	-111.0253179	2022-03-26	14:44:00	obsr751176	S105647589	Traveling	P22	EBIRD	87	2.012		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1364953327	2022-03-13 22:22:08.05934	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Sourdough Nature Trail	L1235897	H	45.6398026	-111.0306966	2022-03-13	14:10:00	obsr1730745	S104765921	Traveling	P22	EBIRD	52	1.673		2	1	G8016109	0	1	0		45 degrees F, cloudy with intermittent snow flurries.		
URN:CornellLabOfOrnithology:EBIRD:OBS1374518168	2022-03-25 22:00:21.765764	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Gallatin River Marsh at Tepee Creek	L4737184	H	45.0605883	-111.1675072	2022-03-25	13:58:00	obsr744899	S105562888	Traveling	P22	EBIRD	18	20.342		2	1	G8072430	0	1	0		55 degrees, calm, cloudy.		
URN:CornellLabOfOrnithology:EBIRD:OBS1388068407	2022-04-10 11:42:25.010983	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				6					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Storm Castle Road	L18447335	P	45.4443310	-111.2307840	2022-04-09	14:05:00	obsr764636	S106700846	Traveling	P22	EBIRD	126	6.293		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1391540109	2022-04-14 00:56:27.646554	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2	C 	C3	C 		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Creekside Park and Trails	L7392929	H	45.7057665	-111.0048321	2022-04-13	18:30:00	obsr731185	S106992652	Traveling	P22	EBIRD	60	0.805		1	1		0	1	0		Temperature in the mid 20's F, partly cloudy, mild cold breeze.----Additional Fauna: White-tailed Deer		
URN:CornellLabOfOrnithology:EBIRD:OBS1395654694	2022-04-17 19:52:17.929038	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Custer Gallatin National Forest	L18563199	P	45.4555170	-111.2389550	2022-04-17	16:21:00	obsr439108	S107342254	Traveling	P22	EBIRD	64	2.268		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1394105507	2022-04-16 14:28:38.920621	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Glen Lake Rotary Park	L3887446	H	45.7047752	-111.0375201	2022-04-16	11:23:00	obsr1592136	S107207615	Traveling	P22	EBIRD	64	2.040		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1396733331	2022-10-22 18:46:11.00919	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-04-18	18:45:00	obsr45736	S107433300	Traveling	P22	EBIRD	51	1.127		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1405911091	2022-05-02 22:03:00.167591	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Storm Castle Trail	L1624857	H	45.4471553	-111.2234458	2022-04-26	17:34:00	obsr1304152	S108195801	Traveling	P22	EBIRD	100	3.219		2	1	G8253369	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1386548601	2022-04-08 22:30:23.754742	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Porcupine Creek Trail	L18423305	P	45.2234800	-111.2403660	2022-04-08	18:58:00	obsr1121855	S106573035	Traveling	P22	EBIRD	76	5.180		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1400669015	2022-04-23 03:21:28.274875	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Black Bear Road, Bozeman, MT	L4161567	P	45.5778686	-111.0835011	2022-04-22	12:48:00	obsr207396	S107756005	Incidental	P20	EBIRD				1	0		0	1	0		Wet snow falling.  38 degrees.  Walking with the dog, we crossed Hyalite creek on Black Bear road and watched a dipper foraging in the creek.	Seen from Black Bear Road, foraging in Hyalite creek.	
URN:CornellLabOfOrnithology:EBIRD:OBS1406715970	2022-04-28 00:56:21.035094	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-04-25	13:35:00	obsr702842	S108262180	Traveling	P22	EBIRD	30	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1391467209	2022-10-22 18:54:45.746187	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-04-13	19:15:00	obsr45736	S106987629	Traveling	P22	EBIRD	45	0.966		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1385634442	2022-10-22 18:23:36.647752	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-04-07	19:00:00	obsr45736	S106498568	Traveling	P22	EBIRD	37	1.127		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1406700413	2022-04-28 00:19:19.369335	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Law Road	L18726301	P	45.5890278	-111.1660364	2022-04-27	19:30:00	obsr302716	S108261377	Traveling	P22	EBIRD	40	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1405213056	2022-04-26 15:36:15.867426	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Big Sky--Community Park and Waste Water Treatment Facility	L1500575	H	45.2690267	-111.2908754	2022-04-26	10:54:00	obsr744899	S108136480	Traveling	P22	EBIRD	87	3.589		2	1	G8249600	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1412032972	2022-05-02 09:35:17.796163	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1	N 	C3	N 		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-04-30	16:23:00	obsr535408	S108708673	Stationary	P21	EBIRD_PNW	1			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1405203080	2022-04-26 15:36:15.867426	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Big Sky--Community Park and Waste Water Treatment Facility	L1500575	H	45.2690267	-111.2908754	2022-04-26	10:54:00	obsr905256	S108135557	Traveling	P22	EBIRD	87	3.589		2	1	G8249600	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1410149008	2022-04-30 22:55:20.033948	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Gallatin River fish spot	L18779270	P	45.3010547	-111.1984454	2022-04-30	11:30:00	obsr993173	S108551847	Traveling	P22	EBIRD_VINS	270	0.644		3	1		0	1	0			yippeee !!     Such a cooool bird !!!!    watched for 15+ minutes.	
URN:CornellLabOfOrnithology:EBIRD:OBS1410058659	2022-04-30 21:29:24.395553	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			(44.8509,-111.3679)	L9881274	P	44.8508810	-111.3678860	2022-04-30	09:15:00	obsr934515	S108546293	Traveling	P22	EBIRD	90	0.805		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1397385447	2022-04-19 15:37:38.469011	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-04-19	12:15:00	obsr410164	S107482438	Traveling	P22	EBIRD	17	0.805		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1386436131	2022-04-08 19:19:17.935203	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Canyon Road--from the gate to Langhor Campground	L14326542	P	45.5422499	-111.0378543	2022-04-08	13:47:00	obsr247322	S106563737	Traveling	P22	EBIRD	20	5.633		1	1		0	1	0		65 f, hazy sun.  Biking		
URN:CornellLabOfOrnithology:EBIRD:OBS1410116163	2022-10-22 19:02:38.077574	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-04-30	19:46:00	obsr268037	S108549758	Traveling	P22	EBIRD	9	0.483		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1399105712	2022-04-21 13:40:37.701997	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Canyon Road (lower), Bozeman US-MT 45.54494, -111.04288	L18613420	P	45.5449370	-111.0428780	2022-04-21	10:37:00	obsr344714	S107626258	Traveling	P22	EBIRD	61	4.023		1	1		0	1	0		Walking along the closed road up Hyalite Canyon, along the creek.  43 degrees, overcast, 10-12 mph wind.		
URN:CornellLabOfOrnithology:EBIRD:OBS1405601137	2022-05-02 22:03:00.167591	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Storm Castle Trail	L1624857	H	45.4471553	-111.2234458	2022-04-26	17:34:00	obsr2047702	S108170421	Traveling	P22	EBIRD	100	3.219		2	1	G8253369	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1409702318	2022-04-30 16:31:39.233687	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			8444 Bradley Road, Bozeman, Montana, US (45.652, -111.026)	L11140722	P	45.6516435	-111.0264921	2022-04-30	14:03:00	obsr909409	S108514379	Traveling	P22	EBIRD	27	0.370		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1442232761	2022-10-22 18:46:48.975155	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2022-05-25	08:59:00	obsr1283094	S111257170	Traveling	P22	EBIRD	106	2.625		1	1		0	1	0		Nature Sanctuary		
