GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1047808167	2021-12-09 10:41:42.875148	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-01-09	10:50:00	obsr45736	S78944183	Traveling	P22	EBIRD	70	1.609		2	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1053650254	2021-01-17 12:16:46.739868	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Blackbird FAS	L1420381	H	45.9008209	-111.5259745	2021-01-17	10:09:00	obsr687837	S79421649	Traveling	P22	EBIRD	5	0.274		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1053144446	2021-03-19 13:28:13.506205	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Blackbird FAS	L1420381	H	45.9008209	-111.5259745	2021-01-16	15:29:00	obsr428450	S79365381	Traveling	P22	EBIRD	38	0.241		2	1	G6193281	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1061297534	2021-01-28 17:45:46.464672	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Climate Watch, sq. #00652, 8/12	L13416674	P	45.5422490	-111.0262760	2021-01-27	12:32:00	obsr313730	S80041606	Stationary	P21	EBIRD	5			2	1		0	1	0		Climate Watch, USA-MT-00652, 8/12, target: WBNU, (no nest boxes/feeders present)		
URN:CornellLabOfOrnithology:EBIRD:OBS1061309338	2021-01-28 18:00:48.058314	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				3					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Climate Watch, sq. #00652, 12/12	L13416807	P	45.5180820	-111.0078440	2021-01-27	11:59:00	obsr313730	S80042333	Stationary	P21	EBIRD	5			2	1		0	1	0		Climate Watch, USA-MT-00652, 12/12, target: WBNU, (no nest boxes/feeders present)		
URN:CornellLabOfOrnithology:EBIRD:OBS1063134519	2021-01-31 11:37:01.13769	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Blackbird FAS	L1420381	H	45.9008209	-111.5259745	2021-01-31	09:30:00	obsr687837	S80191052	Stationary	P21	EBIRD	10			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1055818959	2021-03-26 04:34:36.641777	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-01-15	13:58:00	obsr535408	S79592601	Traveling	P22	EBIRD_PNW	54	1.790		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1059376894	2021-04-01 09:14:33.087115	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-01-25	09:33:00	obsr45736	S79886694	Traveling	P22	EBIRD	120	3.106		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1060483983	2021-03-26 04:34:36.641777	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-01-26	16:41:00	obsr201717	S79972544	Traveling	P22	EBIRD	36	1.577		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1054022936	2021-01-17 19:03:03.682878	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Canyon Road, Bozeman, Montana, US (45.504, -110.988)	L13310560	P	45.5039601	-110.9881431	2021-01-17	12:47:00	obsr201717	S79455574	Traveling	P22	EBIRD	20	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1042652452	2021-01-02 19:11:46.589342	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Sixteenmile Creek Road, Maudlow	L7742242	H	46.1096840	-111.1678140	2021-01-02	13:52:00	obsr231532	S78532807	Traveling	P22	EBIRD	20	3.701		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1042659563	2021-03-26 04:34:36.641777	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Legends trail along Bridger Creek	L2700943	P	45.7071700	-111.0142800	2021-01-02	15:58:00	obsr428450	S78534161	Traveling	P22	EBIRD	59	2.414		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1048969338	2021-01-10 17:51:23.095728	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Spur Trail, Bozeman, MT	L4302761	P	45.6953710	-111.0243680	2021-01-10	14:32:00	obsr374906	S79043794	Traveling	P22	EBIRD	56	3.315		4	1		0	1	0		Sunny, 27° f 65% humidity no wind		
URN:CornellLabOfOrnithology:EBIRD:OBS1041404073	2021-01-01 17:55:41.421475	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Blackbird FAS	L1420381	H	45.9008209	-111.5259745	2021-01-01	14:24:00	obsr338057	S78423702	Traveling	P22	EBIRD	23	0.378		1	1		1	1	0			Feeding near culvert south of main road. Observed the bird catching flying midges (see photo).	
URN:CornellLabOfOrnithology:EBIRD:OBS1063899841	2021-02-01 12:15:55.907229	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Grotto Falls Area	L1235891	H	45.4442652	-110.9627295	2021-01-29	13:47:00	obsr909409	S80257851	Incidental	P20	EBIRD				2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1054431154	2021-01-18 11:00:10.329975	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Blackbird FAS	L1420381	H	45.9008209	-111.5259745	2021-01-15	13:01:00	obsr347537	S79483966	Traveling	P22	EBIRD	24	0.322		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1057332145	2021-03-19 13:28:13.506205	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Blackbird FAS	L1420381	H	45.9008209	-111.5259745	2021-01-16	15:29:00	obsr347537	S79719886	Traveling	P22	EBIRD	38	0.241		2	1	G6193281	1	1	0			Continuing bird, quite rare for this location (or anywhere in the lower valleys) despite being common in the area.	
URN:CornellLabOfOrnithology:EBIRD:OBS1053826998	2021-01-17 19:43:49.551053	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Glen Lake Rotary Park	L3887446	H	45.7047752	-111.0375201	2021-01-17	12:13:00	obsr45736	S79437356	Traveling	P22	EBIRD	58	2.398		2	1		0	1	0			Working the creek at the end of N. Rouse, perching on an overturned metal washtub in between dips into the water.	
URN:CornellLabOfOrnithology:EBIRD:OBS1076929485	2022-10-21 16:04:44.173965	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			East Gallatin River	L5458938	P	45.7290862	-111.0715199	2021-02-17	08:45:00	obsr564343	S81830593	Traveling	P22	EBIRD	90	3.541		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1067275960	2021-03-01 21:49:27.728026	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Blackbird FAS	L1420381	H	45.9008209	-111.5259745	2021-02-06	14:57:00	obsr751176	S80545387	Traveling	P22	EBIRD	18	0.563		1	1	G6356208	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1069378698	2021-02-13 20:47:55.218931	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Blackbird FAS	L1420381	H	45.9008209	-111.5259745	2021-02-09	17:19:00	obsr347537	S80731156	Traveling	P22	EBIRD	19	0.306		1	1		0	1	0			Continuing oddball.	
URN:CornellLabOfOrnithology:EBIRD:OBS1072638918	2021-04-01 09:14:33.087115	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-02-13	11:58:00	obsr268037	S81220042	Traveling	P22	EBIRD	45	0.644		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1085694150	2021-03-01 21:49:27.728026	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Blackbird FAS	L1420381	H	45.9008209	-111.5259745	2021-02-06	14:57:00	obsr2274574	S82606689	Traveling	P22	EBIRD	18	0.563		1	1	G6356208	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1072730627	2021-03-26 04:34:36.641777	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-02-13	13:40:00	obsr1282452	S81236352	Traveling	P22	EBIRD	45	1.658		1	1		0	1	0		-6°F, Calm and snowing lightly		
URN:CornellLabOfOrnithology:EBIRD:OBS1078940238	2021-02-20 18:39:04.431296	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10	USFWS_773		Drinking Horse Trail	L2830287	H	45.7054900	-110.9743166	2021-02-20	11:24:00	obsr45736	S82022485	Traveling	P22	EBIRD	120	3.798		2	1		0	1	0		A balmy 27 degrees with a slight breeze.		
URN:CornellLabOfOrnithology:EBIRD:OBS1079908295	2021-02-21 17:07:09.499333	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10	USFWS_773		Bozeman Fish Technology Center 	L1369577	H	45.7071231	-110.9785065	2021-02-20	16:53:00	obsr231532	S82110853	Traveling	P22	EBIRD	17	0.622		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1076929438	2022-10-21 16:04:43.894595	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			East Gallatin River	L5458938	P	45.7290862	-111.0715199	2021-02-16	09:00:00	obsr564343	S81830307	Traveling	P22	EBIRD	75	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1075478997	2021-02-15 18:07:09.659371	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			South Cottonwood Canyon Trail	L1371195	H	45.5396095	-111.0957013	2021-02-14	17:15:00	obsr207396	S81677618	Incidental	P20	EBIRD				2	0		0	1	0		with Neal Miller.  cold. calm. grey. minus 1.	In Cottonwood creek at first bridge from Cottonwood trailhead.	
URN:CornellLabOfOrnithology:EBIRD:OBS1075028852	2021-02-15 12:43:01.823346	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			49935	L13700710	P	45.2833044	-111.2249764	2021-02-15	09:00:00	obsr1654391	S81603294	Stationary	P21	EBIRD	15			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1079179735	2021-02-20 20:40:54.069538	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Yellowstone National Park, Gallatin Gateway US-MT (44.9710,-111.0783)	L13783904	P	44.9710070	-111.0782900	2021-02-19	09:17:00	obsr164108	S82045683	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1082274225	2021-02-25 09:20:17.653941	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Canyon Road @ 5 mile marker	L1614460	P	45.5389428	-111.0205989	2021-02-24	17:30:00	obsr247322	S82309457	Incidental	P20	EBIRD				1	0		0	1	0		12 f, clear.		
URN:CornellLabOfOrnithology:EBIRD:OBS1067375809	2021-02-06 19:31:04.809203	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Reservoir	L3760369	H	45.4821245	-110.9694242	2021-02-06	16:10:00	obsr618240	S80553702	Traveling	P22	EBIRD	49	4.029		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1084052521	2022-10-21 16:12:30.959943	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1	S 	C2	S 		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-02-27	16:17:00	obsr45736	S82466864	Traveling	P22	EBIRD	81	3.219		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1093977253	2022-10-21 16:22:59.262562	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			East Gallatin River	L5458938	P	45.7290862	-111.0715199	2021-03-12	10:15:00	obsr564343	S83322865	Traveling	P22	EBIRD	75	2.414		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1192809895	2021-07-01 00:03:27.160862	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-03-30	13:06:00	obsr678885	S91052371	Traveling	P22	EBIRD	110	3.219		2	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1102496884	2021-05-13 21:28:40.471934	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Sourdough Nature Trail	L1235897	H	45.6398026	-111.0306966	2021-03-24	14:26:00	obsr751176	S84027977	Traveling	P22	EBIRD	36	1.175		1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1086342436	2021-03-03 00:09:12.486835	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				3					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Karst	L13899453	P	45.3405970	-111.1706000	2021-03-02	08:07:00	obsr231532	S82662802	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1099511121	2021-03-23 00:43:20.528568	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-03-05	12:40:00	obsr702842	S83783321	Traveling	P22	EBIRD	45	0.483		1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1085609249	2021-03-01 19:12:41.211714	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			East Gallatin Recreation Area, Bozeman US-MT 45.70435, -111.03587	L13886692	P	45.7043470	-111.0358680	2021-03-01	16:10:00	obsr679130	S82600990	Traveling	P22	EBIRD	61	2.859		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1104155171	2022-10-21 16:34:01.325832	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-03-26	18:50:00	obsr45736	S84159134	Traveling	P22	EBIRD	44	2.317		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1100182318	2021-03-21 19:51:22.752587	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-03-21	14:37:00	obsr618240	S83842969	Traveling	P22	EBIRD	71	2.266		2	1	G6438535	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1100361373	2021-03-21 20:57:35.690575	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Creekside Park and Trails	L7392929	H	45.7057665	-111.0048321	2021-03-19	16:18:00	obsr347537	S83857999	Traveling	P22	EBIRD	66	1.722		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1099526971	2021-03-21 02:39:11.450871	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-03-19	11:30:00	obsr702842	S83784015	Traveling	P22	EBIRD	35	0.483		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1099912912	2022-10-21 16:29:31.013695	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-03-20	17:00:00	obsr45736	S83818563	Traveling	P22	EBIRD	60	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1091423416	2022-10-21 16:20:34.134104	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-03-09	16:14:00	obsr764636	S83105611	Traveling	P22	EBIRD	58	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1099910373	2021-03-21 13:12:44.982715	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			326 E Babcock St, Bozeman US-MT 45.67789, -111.03221	L14108798	P	45.6778940	-111.0322130	2021-03-21	11:10:00	obsr1436466	S83817822	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1093978339	2022-10-21 16:22:59.447897	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			East Gallatin River	L5458938	P	45.7290862	-111.0715199	2021-03-13	09:15:00	obsr564343	S83323206	Traveling	P22	EBIRD	90	2.575		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1096199920	2022-10-21 16:25:20.095321	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			East Gallatin River	L5458938	P	45.7290862	-111.0715199	2021-03-15	09:15:00	obsr564343	S83511481	Traveling	P22	EBIRD	100	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1100306493	2021-03-21 19:51:48.385206	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-03-21	14:37:00	obsr1730745	S83853347	Traveling	P22	EBIRD	71	2.266		2	1	G6438535	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1089136236	2021-03-06 20:06:50.61779	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Middle Cottonwood Canyon Trail	L2221192	H	45.7659500	-110.9829300	2021-03-06	14:00:00	obsr600534	S82905852	Traveling	P22	EBIRD	90	4.828		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1093439385	2021-03-12 20:06:11.504803	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Black Bear Road	L1854070	P	45.5790864	-111.0808414	2021-03-12	16:36:00	obsr247322	S83278183	Traveling	P22	EBIRD	25	0.805		1	1		0	1	0		40 f, sunny.		
URN:CornellLabOfOrnithology:EBIRD:OBS1115793193	2021-04-08 17:44:46.495504	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			East Gallatin River	L5458938	P	45.7290862	-111.0715199	2021-04-08	14:05:00	obsr564343	S85117877	Traveling	P22	EBIRD	90	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1132215949	2021-04-25 19:26:14.353435	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Accident Reduction	L5980188	P	45.2784910	-111.2280330	2021-04-25	10:00:00	obsr934515	S86378498	Traveling	P22	EBIRD	120	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1135792323	2022-10-21 17:25:02.735437	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			East Gallatin River	L5458938	P	45.7290862	-111.0715199	2021-04-27	08:30:00	obsr564343	S86647627	Traveling	P22	EBIRD	80	2.414		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1111068989	2021-04-03 20:26:37.269584	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Axtell-Anceny Bridge FAS	L3340130	H	45.6231024	-111.2052441	2021-04-03	17:37:00	obsr37740	S84720836	Traveling	P22	EBIRD	48	2.655		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1112117829	2022-10-21 16:45:28.959995	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-04-04	17:29:00	obsr45736	S84808133	Traveling	P22	EBIRD	28	1.223		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1130800360	2022-10-21 17:16:27.939764	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2	C 	C3	C 	Female, Adult (1); Male, Adult (1)	United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-04-24	08:00:00	obsr247322	S86271066	Traveling	P22	EBIRD	165	2.012		8	1		0	1	0		37-50 f, cloudy.  Leading Earth Day/Sacajawea Audubon field trip.	copulation	
URN:CornellLabOfOrnithology:EBIRD:OBS1136739803	2021-04-30 09:58:57.250365	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Canyon Road--from Forest Cr Subdivision to the gate	L1544872	P	45.5661274	-111.0722386	2021-04-29	10:36:00	obsr247322	S86714269	Traveling	P22	EBIRD	10	2.816		1	1		0	1	0		63 f, sunny.  Biking		
URN:CornellLabOfOrnithology:EBIRD:OBS1130497560	2021-04-24 12:22:12.425137	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-04-24	08:07:00	obsr45736	S86242074	Traveling	P22	EBIRD	119	2.849		7	1		0	1	0		Earth Day bird walk		
URN:CornellLabOfOrnithology:EBIRD:OBS1125219406	2021-04-18 16:52:40.427715	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				4	S 	C2	S 		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Storm Castle Trail	L1624857	H	45.4471553	-111.2234458	2021-04-18	13:20:00	obsr344714	S85843189	Traveling	P22	EBIRD	240	6.035		2	1		0	1	0		Hiked up to top of Storm Castle Mountain from the gated Forest Road, so first mile was along the Gallatin River.	Two individuals singing in the Gallatin River, one making squeaky calls at the mouth of Storm Castle Creek, another singing further up Storm Castle creek.	
URN:CornellLabOfOrnithology:EBIRD:OBS1130609723	2021-04-24 13:45:02.630125	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			702 Bridger Dr, Bozeman US-MT 45.70018, -111.02719	L14590150	P	45.7001780	-111.0271860	2021-04-24	10:08:00	obsr1113807	S86251112	Traveling	P22	EBIRD	95	1.734		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1112181766	2021-04-04 21:34:30.058639	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Canyon lower gate	L14305737	P	45.5635579	-111.0718808	2021-04-04	16:35:00	obsr510129	S84817910	Stationary	P21	EBIRD	75			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1130804337	2021-04-25 11:33:00.593476	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-04-24	09:00:00	obsr429628	S86267879	Traveling	P22	EBIRD	150	3.219		10	1	G6604348	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1112479806	2021-04-05 09:31:08.825717	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Canyon Road @ 5 mile marker	L1614460	P	45.5389428	-111.0205989	2021-04-02	14:59:00	obsr247322	S84838770	Traveling	P22	EBIRD	20	5.633		1	1		0	1	0		60 f, sunny. Biking		
